delta_rating,map_id,delta_map_wr_windowed,map_missing_flag,LAN_flag,h2h_shrunk,h2h_count
74,4,-0.24,0,0,1,1
-87,6,0,1,0,0,0
-44,4,-0.1,0,0,0,0
-25,0,1.0,0,0,1,1
-127,3,0.0,0,1,0,0
112,1,-0.88,0,0,-1,1
-47,1,1.0,0,1,-1,1
-63,1,0.25,0,1,0,0
-33,6,1.0,0,0,1,1
-53,2,1.0,0,1,0,2
-15,5,0,1,0,0,0
-7,0,0.17,0,1,0,2
-62,3,0,1,1,1,1
-55,1,-0.12,0,0,1,1
-31,1,-0.5,0,1,1,1
-26,3,0.0,0,1,0,0
-36,2,0,1,1,1,1
9,4,-0.72,0,0,-3,9
33,2,-0.52,0,0,1,1
64,4,-1.0,0,1,0,0
4,1,-0.29,0,0,-1,1
1,3,-0.52,0,0,-1,3
-34,0,0.2,0,1,1,1
50,6,-1.0,0,0,-1,1
-44,6,0.5,0,0,0,0
14,2,-0.67,0,1,0,0
26,4,-0.55,0,0,-1,5
-8,6,0,1,1,1,1
11,1,0.0,0,0,1,1
-4,0,0.44,0,0,0,0
30,2,0,1,1,0,0
-8,5,-0.32,0,0,-2,2
32,4,0.5,0,0,-2,2
-143,4,0.5,0,0,1,1
14,1,-0.5,0,1,1,1
42,2,0,1,0,0,0
-105,4,0.5,0,0,1,1
-11,2,-0.67,0,0,0,0
-35,5,-0.5,0,0,0,2
-17,0,0.17,0,0,0,0
11,0,0.6,0,1,-1,1
26,3,-0.25,0,0,0,0
24,4,-0.38,0,0,-2,2
36,4,0,1,1,0,0
-70,4,-0.6,0,1,-1,1
-98,6,0.0,0,1,0,0
-12,4,0.25,0,1,0,4
23,1,0.0,0,0,0,6
-113,4,0,1,0,0,2
71,0,0,1,0,0,0
-87,6,0.42,0,1,1,3
-76,1,-1.0,0,0,1,1
-10,4,0,1,1,0,0
-64,0,0.47,0,0,2,4
31,2,0.5,0,1,0,2
138,2,0.75,0,0,0,0
-38,4,0.67,0,1,0,0
-124,4,1.0,0,0,0,0
-33,6,-0.83,0,0,-1,3
10,6,0,1,1,0,0
-78,4,0.5,0,0,1,5
-69,2,1.0,0,1,-1,1
3,7,0.0,0,1,1,3
42,2,-0.25,0,0,-1,1
-88,0,-1.0,0,1,0,2
75,5,0,1,1,1,1
-20,4,-1.0,0,1,0,0
-58,6,1.0,0,0,0,0
60,6,-0.22,0,0,-1,3
31,6,0,1,1,0,0
-3,3,0.17,0,0,0,2
-23,7,0.0,0,1,1,3
-171,3,0,1,1,-1,1
75,0,0.0,0,0,0,0
-33,2,-0.13,0,0,0,0
-14,1,-0.33,0,1,-1,1
14,1,1.0,0,1,0,0
-115,7,0,1,1,-1,1
69,3,-0.67,0,1,0,2
29,4,0.67,0,1,1,3
-8,0,0,1,1,0,0
14,1,-0.5,0,0,0,0
-35,1,-0.5,0,0,0,0
-53,2,-0.42,0,0,-1,1
19,7,-0.8,0,1,0,0
22,1,-0.5,0,0,0,2
55,4,-0.42,0,0,-1,3
-100,3,1.0,0,0,0,2
50,1,-0.19,0,0,-1,5
-16,5,0.0,0,0,0,0
-11,0,0.21,0,1,0,4
67,0,0.0,0,0,0,0
86,4,0,1,1,-1,1
-66,4,1.0,0,0,0,2
69,4,0.33,0,1,0,10
3,0,0.0,0,0,1,1
-62,2,1.0,0,1,0,0
-2,6,-0.5,0,0,1,1
-15,0,0.0,0,0,-1,1
-41,0,-0.57,0,0,0,2
-31,0,-0.17,0,1,1,1
-9,7,0,1,1,0,0
54,2,0.48,0,0,-1,1
31,7,0,1,1,0,0
11,0,-1.0,0,0,1,1
-10,2,0,1,1,0,0
72,2,0.67,0,0,0,0
44,3,0.2,0,0,0,0
-45,4,0.67,0,1,0,0
-5,0,-0.5,0,1,0,0
68,0,-0.67,0,1,0,2
42,1,0.0,0,1,0,0
-1,4,-0.5,0,1,1,3
24,0,1.0,0,1,0,0
101,2,-0.5,0,0,0,0
34,1,0.8,0,1,1,3
-50,2,0.0,0,0,0,0
65,1,0.25,0,0,-2,2
-15,6,-0.25,0,0,0,0
-114,1,-0.55,0,0,0,0
3,1,-0.33,0,0,-1,1
13,2,0,1,0,0,0
-90,1,0.0,0,0,0,0
14,3,0.3,0,0,0,0
-86,4,0.5,0,1,0,0
-136,6,0.67,0,0,0,0
-66,3,0.0,0,0,1,3
75,2,-0.83,0,1,-1,1
1,1,0.25,0,1,1,1
-68,0,-0.25,0,1,2,2
12,3,-0.06,0,0,-1,1
-4,1,0.35,0,0,0,0
82,0,0.67,0,0,-1,1
-2,0,-0.5,0,1,0,0
12,1,-0.17,0,0,0,2
138,5,0,1,0,-1,1
-22,2,0.8,0,0,-1,1
-39,3,-0.5,0,1,1,1
76,1,-0.43,0,0,-1,1
29,3,1.0,0,1,0,0
64,6,-0.33,0,1,0,0
-4,2,-0.75,0,1,1,1
11,4,-1.0,0,1,0,0
-14,6,-0.17,0,0,2,4
-131,1,-0.67,0,0,0,0
-49,0,0.5,0,1,0,0
-125,3,-0.25,0,1,0,0
62,3,-0.75,0,0,0,2
75,0,-0.24,0,0,-1,1
29,0,0,1,1,0,6
21,6,-0.33,0,0,-1,1
-36,2,0.5,0,0,-1,1
-73,4,0,1,1,0,0
15,1,-1.0,0,0,0,2
-9,0,-0.5,0,1,1,1
14,4,0.5,0,0,0,2
-49,1,-0.27,0,0,0,0
-2,3,1.0,0,1,0,2
-2,2,-0.5,0,0,1,1
32,0,-0.5,0,0,-1,3
-22,2,-0.5,0,1,-1,1
15,0,0.0,0,1,0,0
30,6,-0.5,0,0,0,0
-6,1,-0.08,0,0,0,2
26,2,0,1,0,1,1
-6,6,1.0,0,1,0,2
60,4,1.0,0,0,0,0
24,0,-0.07,0,1,-1,1
9,3,-0.46,0,0,-4,10
7,3,0.15,0,1,-1,1
22,1,0.64,0,0,0,0
8,1,-0.5,0,1,-1,1
38,1,-0.58,0,1,0,0
-55,6,0.2,0,0,1,1
4,5,0.5,0,0,0,2
-35,4,0,1,1,0,2
81,0,-0.1,0,0,0,0
-1,4,-0.21,0,1,-1,5
-2,1,-0.26,0,0,-1,1
-36,6,0.25,0,0,-1,1
-18,6,-0.25,0,1,1,3
1,3,-0.75,0,1,1,1
-20,1,0.47,0,0,0,0
-83,1,-0.06,0,0,0,0
77,4,0,1,1,0,0
-46,1,0.05,0,1,1,5
44,1,-0.33,0,1,0,0
53,2,0.0,0,0,-1,1
72,0,0.5,0,0,0,0
-19,6,0.8,0,0,1,3
-127,0,0,1,1,1,1
-18,3,0.0,0,1,1,5
-27,2,0.86,0,0,-1,1
-109,5,1.0,0,0,3,3
-159,7,0,1,1,1,1
12,4,0.0,0,1,0,2
-44,1,0,1,1,0,4
-2,5,0,1,1,-1,1
10,6,-0.08,0,1,-1,1
3,1,1.0,0,1,-1,1
10,4,-1.0,0,1,1,1
-31,2,0,1,1,0,0
-9,2,1.0,0,1,0,0
-12,0,-0.37,0,0,0,0
-19,1,-0.06,0,0,-1,1
-50,2,1.0,0,1,0,0
-6,2,0,1,1,0,0
-112,1,0.25,0,0,-1,1
46,1,0,1,0,-1,1
76,0,-0.75,0,0,-6,6
-162,6,0.67,0,1,-1,1
-8,1,0.33,0,1,0,0
-13,1,-0.5,0,1,1,1
32,0,0.18,0,0,0,2
-149,1,0,1,1,0,2
83,3,0.0,0,1,-1,1
-58,4,0.5,0,0,0,0
-44,6,0,1,1,1,1
-79,4,-0.5,0,1,1,7
-7,1,0.33,0,1,2,4
-66,0,0.5,0,0,0,0
-25,4,0.33,0,0,0,0
3,1,0.5,0,1,1,3
-109,2,0.67,0,1,1,1
63,6,-1.0,0,0,-3,3
-22,6,-0.42,0,0,0,0
64,4,0.0,0,1,-1,1
14,2,-0.06,0,0,-1,1
-80,3,0,1,1,0,2
39,4,0.33,0,1,0,2
-62,1,-0.5,0,1,1,5
-31,3,-0.67,0,1,0,0
-86,5,0.17,0,0,0,2
-22,2,0.5,0,0,-1,1
-11,5,-1.0,0,0,0,0
-52,0,-0.25,0,1,1,1
-22,4,0.54,0,0,0,2
7,5,0,1,1,-1,1
-3,0,0.25,0,1,-4,4
34,4,0.07,0,0,0,2
-58,1,0.39,0,0,2,2
79,2,0.0,0,0,0,0
-99,2,-1.0,0,0,0,2
9,3,-0.33,0,0,-3,7
44,4,0.0,0,1,-1,5
100,2,-1.0,0,1,0,0
-73,0,0,1,1,0,0
-127,1,1.0,0,1,0,2
44,6,-0.33,0,0,0,0
-2,2,0.4,0,0,-1,1
-75,2,-0.67,0,1,0,0
18,3,0.5,0,0,1,5
16,6,-1.0,0,0,0,0
80,6,-1.0,0,1,0,4
-25,1,0,1,0,0,0
-49,2,0.5,0,0,-1,1
14,5,0.0,0,0,0,0
-57,4,0.5,0,1,0,0
67,2,0,1,0,-1,1
-50,6,-1.0,0,0,0,0
-13,0,-0.67,0,0,0,0
9,5,1.0,0,1,0,0
-104,4,0,1,1,0,0
-106,2,0.5,0,1,2,2
-8,1,0,1,1,1,3
15,6,0.5,0,1,-1,3
-9,6,0,1,1,0,2
-24,4,0.0,0,1,0,2
-62,4,-0.5,0,0,0,0
1,1,0.0,0,1,0,0
11,3,-0.67,0,0,0,2
-20,4,0.5,0,1,-1,1
5,6,0.0,0,1,1,1
-3,6,0.02,0,0,0,0
64,2,-0.65,0,1,-4,4
-27,0,-0.06,0,0,0,0
-158,2,-0.25,0,0,-1,1
189,0,-0.57,0,0,-2,2
-79,1,0.0,0,1,0,0
-79,6,0,1,1,0,0
-88,3,0,1,1,0,0
1,6,-0.3,0,1,1,1
64,1,0.0,0,1,-1,1
-51,1,0.0,0,1,1,1
18,1,-0.91,0,0,0,0
26,0,0.32,0,0,1,1
-3,2,0.5,0,1,1,1
-17,1,0.33,0,1,-1,1
-4,2,-0.5,0,1,0,0
6,5,0,1,0,-1,3
60,1,0.0,0,0,1,1
44,2,0.75,0,0,2,4
-8,4,0.5,0,1,0,2
19,6,1.0,0,1,0,0
-96,5,0,1,0,1,1
-22,1,0.0,0,1,0,2
54,3,0.17,0,0,0,0
71,4,-0.5,0,0,1,1
-100,1,0.15,0,0,1,1
109,4,0.4,0,1,0,0
-25,3,1.0,0,0,0,2
40,2,0,1,1,0,0
94,1,0.12,0,0,-1,1
5,4,0.4,0,0,-1,3
-35,2,-0.33,0,1,1,1
24,0,0.0,0,0,0,2
-54,1,0.75,0,1,0,0
-6,5,-0.38,0,0,0,0
-33,7,0.0,0,1,0,0
42,4,0.5,0,1,-1,1
-3,0,0.5,0,1,2,2
13,6,-0.67,0,1,0,0
-22,5,0.0,0,0,0,2
116,0,-0.2,0,1,0,0
-100,0,0.5,0,0,0,0
42,0,-0.67,0,0,1,1
-163,3,0.5,0,0,0,0
-49,6,-0.08,0,0,0,2
50,2,0.29,0,0,-1,3
-2,4,1.0,0,0,0,0
64,6,0.33,0,1,0,0
-2,0,-0.5,0,1,-2,2
12,2,-0.3,0,0,0,0
-38,4,0.35,0,1,0,0
80,7,0,1,1,0,0
-104,4,0,1,1,0,0
-22,0,-0.03,0,0,0,0
-4,4,0.0,0,1,0,2
78,0,0.0,0,0,-1,1
-68,2,0.46,0,1,3,3
-11,1,0,1,1,1,1
-45,7,-0.14,0,1,0,0
100,5,0,1,1,0,2
19,0,0,1,1,1,1
-33,0,-0.5,0,0,0,4
-38,2,0.25,0,0,0,0
-16,2,-0.35,0,0,1,1
-18,7,1.0,0,1,1,1
-80,2,0.17,0,0,0,0
5,6,-1.0,0,1,0,0
19,1,0.17,0,0,-1,1
-18,4,-1.0,0,0,-1,1
-4,4,-0.21,0,0,-1,1
33,1,-1.0,0,1,-1,1
12,1,-0.25,0,0,-1,5
11,0,0.67,0,0,0,0
-70,0,-1.0,0,1,0,0
-10,4,0.1,0,1,1,1
-63,6,-0.5,0,1,-1,1
-21,3,0,1,1,0,0
-61,4,1.0,0,1,-1,1
4,7,1.0,0,1,0,0
-57,4,0,1,0,0,0
-17,0,-0.6,0,0,0,0
46,0,-1.0,0,0,1,1
-8,2,0.0,0,1,0,0
-83,0,0.8,0,0,0,0
81,1,0.35,0,0,-1,1
49,2,0.0,0,1,2,2
18,0,-0.83,0,0,0,2
-12,2,0.33,0,0,-1,1
-15,3,1.0,0,1,0,0
-37,4,0.67,0,0,-1,1
12,3,-0.2,0,1,0,0
-11,1,-0.57,0,0,0,0
-34,4,0.3,0,0,-1,1
-74,5,1.0,0,1,1,1
109,4,0.11,0,1,-2,2
25,1,0,1,1,-1,1
-10,1,-1.0,0,1,0,0
26,0,-0.5,0,0,0,0
70,3,0,1,1,0,0
-96,0,0,1,1,0,0
55,1,-0.41,0,1,0,2
-44,1,0.5,0,0,0,0
-149,0,0,1,1,0,0
-127,5,-0.3,0,0,0,2
-40,2,-0.17,0,0,0,0
4,0,-0.71,0,0,0,0
-88,6,-0.5,0,1,1,1
3,0,0.17,0,1,2,4
40,2,-0.5,0,0,1,1
6,2,-0.67,0,0,-2,4
-109,0,0.56,0,0,4,4
9,7,0.0,0,1,-1,1
-49,4,-0.4,0,0,-1,1
71,0,0,1,0,0,2
7,0,-0.6,0,0,-1,1
-49,0,0.2,0,1,0,0
53,2,-1.0,0,0,0,0
-78,1,0.5,0,1,1,1
58,1,0.0,0,1,0,0
29,4,0.33,0,0,1,1
69,0,0,1,1,0,0
-20,0,0.13,0,1,3,3
5,4,-0.5,0,0,0,0
-7,2,0.0,0,1,2,2
-102,2,-1.0,0,0,0,0
-88,2,0.19,0,0,1,1
130,2,-0.5,0,0,2,4
54,1,0.67,0,0,-1,1
44,0,-0.17,0,0,2,6
31,5,-0.86,0,1,0,0
11,2,0.0,0,1,0,0
30,0,0.5,0,1,0,0
-39,0,1.0,0,0,0,0
-91,4,0.1,0,0,1,1
-90,5,0,1,1,0,0
104,7,-0.5,0,1,-3,3
-33,0,-0.33,0,0,1,1
68,1,0.62,0,0,-1,1
-36,0,1.0,0,1,0,0
130,1,1.0,0,0,2,6
-121,6,0.0,0,0,-1,1
69,0,-0.5,0,1,0,0
13,4,0,1,0,-1,1
-6,2,0,1,0,-1,1
53,1,0.5,0,1,0,0
-101,4,-0.25,0,1,0,2
-69,6,0.2,0,1,1,3
127,3,-0.18,0,0,0,0
-7,0,-0.03,0,0,-2,4
1,4,0.42,0,1,1,1
-36,3,0.0,0,0,0,0
128,3,0.67,0,0,0,0
-40,1,-0.67,0,1,1,1
-68,3,0,1,0,0,0
75,6,-0.25,0,0,0,0
36,2,1.0,0,1,0,0
-8,3,0,1,1,1,1
33,3,0.0,0,0,0,0
-30,2,-0.5,0,1,0,0
19,4,-0.2,0,1,1,1
50,4,-0.25,0,0,-2,4
-103,4,-0.5,0,0,0,0
68,1,-1.0,0,1,2,4
4,3,-0.2,0,0,0,0
115,2,0.0,0,0,0,0
87,6,-0.5,0,1,-1,1
-143,2,0,1,0,0,0
-12,0,-0.4,0,1,-2,2
-54,0,0.57,0,0,1,3
-24,0,0.5,0,1,-1,1
-102,2,0.5,0,1,0,0
-33,0,-0.25,0,0,1,1
-9,0,-0.38,0,1,-2,8
-46,2,0.5,0,1,1,5
-11,3,-0.33,0,1,-1,1
-21,4,0.0,0,1,1,1
24,1,0.17,0,1,0,2
-70,1,0.33,0,0,0,0
19,4,1.0,0,1,0,0
-58,0,0.0,0,0,0,0
-81,1,-0.18,0,0,2,2
-44,4,-0.5,0,1,-1,1
-17,1,-1.0,0,1,1,1
-42,2,0.33,0,0,1,1
-41,2,0.3,0,0,-1,3
-19,0,0.8,0,0,-1,1
-26,2,-0.4,0,0,0,2
-22,6,1.0,0,0,-1,1
-5,2,-0.67,0,0,0,0
11,4,-0.1,0,1,0,0
-6,0,-1.0,0,1,0,2
78,1,0.75,0,0,0,0
60,2,-0.67,0,0,0,2
-30,4,-0.35,0,1,0,2
189,5,-1.0,0,0,-3,3
12,4,-0.35,0,0,0,0
83,3,0.5,0,0,0,0
7,6,-0.67,0,1,1,5
-44,1,0.5,0,0,0,2
99,4,0.25,0,1,0,2
89,4,0.5,0,0,1,1
15,2,-0.25,0,0,0,2
-51,0,0.0,0,1,0,0
-6,4,0.67,0,1,1,1
-30,1,-0.67,0,0,-1,1
-16,6,0.0,0,0,1,1
-1,3,-0.25,0,1,-1,3
64,6,0.0,0,1,0,2
-111,4,0.35,0,1,0,0
69,3,0,1,0,1,1
32,3,0.0,0,0,1,1
26,1,0.0,0,0,-1,1
-10,3,0.67,0,1,3,3
-58,1,-1.0,0,0,0,0
25,6,1.0,0,1,0,0
60,1,-0.86,0,1,-3,3
102,4,0.0,0,0,-1,1
-96,3,0.14,0,0,0,0
-24,3,0.22,0,0,1,1
-78,4,-1.0,0,0,0,2
-7,0,0.25,0,0,1,1
-12,0,0.07,0,0,1,1
57,2,0.25,0,1,0,0
-52,6,0.0,0,0,1,1
-18,1,-0.2,0,0,0,0
-86,0,0.75,0,0,2,2
-171,1,0,1,1,0,0
-69,1,0,1,1,0,2
17,1,0,1,1,-1,1
4,4,-0.33,0,0,1,1
-11,2,-0.25,0,1,1,3
72,4,0.0,0,1,1,1
-1,6,0.17,0,0,-1,1
32,1,-0.78,0,0,1,1
90,4,-0.17,0,0,0,0
-12,2,0.0,0,0,-1,1
-68,3,0.42,0,0,0,0
-42,4,0.0,0,1,0,0
60,4,0.0,0,1,0,0
-13,6,0,1,0,0,2
-55,4,0,1,1,0,2
-12,1,-0.25,0,1,0,0
-22,5,0.4,0,0,2,2
-33,5,0.8,0,0,0,0
-92,6,-0.5,0,1,1,1
-3,6,0.5,0,0,-1,3
-20,6,0.0,0,0,2,2
76,2,0.22,0,0,0,0
-77,1,0,1,0,1,1
14,5,0.67,0,0,-1,1
8,2,0.08,0,1,-1,3
-65,4,0.8,0,1,0,0
4,3,-0.33,0,0,0,0
-49,1,-0.23,0,0,0,0
30,6,0,1,0,1,1
1,2,1.0,0,1,0,2
117,4,0.0,0,1,-1,1
-30,3,-0.33,0,1,1,1
-36,1,-0.33,0,0,0,0
19,1,0.75,0,0,0,0
-52,1,0.0,0,0,0,0
28,0,0.0,0,0,0,0
-15,2,0.25,0,1,3,3
68,1,-0.6,0,1,1,1
-2,2,-0.33,0,0,0,2
62,6,1.0,0,0,-1,1
-27,0,-0.24,0,0,-1,3
-6,0,1.0,0,0,0,0
-22,0,0.0,0,1,0,0
-85,1,-0.5,0,0,0,0
71,2,0,1,0,0,0
-70,6,1.0,0,1,1,1
-137,0,-0.33,0,0,0,2
6,1,-0.75,0,1,0,2
-3,1,0.67,0,1,3,3
96,6,0.5,0,1,0,0
3,4,0.17,0,1,0,0
-15,0,1.0,0,0,1,1
-53,0,0.0,0,1,0,0
8,4,0.6,0,1,0,2
6,3,-0.46,0,1,0,0
-8,0,0.32,0,0,1,1
11,5,0,1,1,1,1
9,5,0.67,0,0,-3,5
-17,6,0.83,0,0,0,0
-23,1,-0.42,0,0,0,2
24,6,0.0,0,0,0,2
-6,2,0.0,0,1,1,1
6,4,1.0,0,1,1,1
12,2,-0.2,0,0,-1,1
30,0,-0.17,0,0,-1,3
-21,1,-0.47,0,0,0,0
-3,0,-0.12,0,0,0,0
-16,4,1.0,0,0,-1,1
-8,4,0.0,0,0,-3,3
-20,1,0.5,0,1,-1,1
-9,6,0.5,0,1,-1,1
24,6,-0.67,0,1,-2,2
-104,2,-0.17,0,0,-1,1
-62,4,0.5,0,0,0,0
40,0,0,1,0,0,0
-62,1,0.33,0,1,0,2
-9,4,0.0,0,1,0,0
10,4,0.0,0,1,1,1
-54,0,-0.29,0,1,1,1
-3,4,-0.05,0,0,2,4
72,0,0.0,0,1,0,0
-6,5,0.0,0,0,2,6
53,2,1.0,0,1,0,2
-2,3,-0.12,0,0,0,2
18,2,0,1,1,0,0
-45,7,0.0,0,1,0,0
-15,0,0.22,0,1,2,4
82,2,0.5,0,0,0,2
43,5,0.5,0,1,0,0
-22,0,-0.17,0,0,1,1
-22,2,-0.34,0,0,0,0
44,0,-0.5,0,0,0,0
88,6,-0.5,0,0,0,2
51,0,0.62,0,0,0,0
-102,0,0.0,0,0,0,0
71,4,0,1,0,-1,1
-78,6,1.0,0,0,1,3
-108,4,1.0,0,1,0,0
46,0,0.33,0,0,0,2
-162,2,0,1,1,0,0
31,6,-1.0,0,1,0,0
-3,3,1.0,0,0,0,0
96,0,0.0,0,0,0,2
-37,1,-0.13,0,1,0,0
46,1,0.67,0,0,-1,1
-24,0,0.0,0,0,0,0
5,4,-0.67,0,1,0,0
-46,0,-0.5,0,1,0,4
-19,0,0.2,0,0,1,1
-40,1,0.0,0,0,0,2
-17,1,0.5,0,0,0,4
-96,6,-0.8,0,1,0,0
40,2,0.67,0,0,1,1
44,1,-0.57,0,0,1,3
30,6,1.0,0,0,5,5
-34,2,-0.15,0,1,0,2
65,5,-0.43,0,0,-3,3
-87,1,1.0,0,0,0,2
-34,4,-0.25,0,1,-1,1
-18,2,-0.17,0,0,0,2
5,6,0.0,0,0,1,1
-13,1,0.0,0,0,-1,1
64,1,0.0,0,1,0,0
-5,2,-1.0,0,1,0,0
12,4,-0.03,0,0,-2,6
-31,2,0.17,0,1,1,3
-64,2,-1.0,0,0,1,1
-78,1,-1.0,0,0,2,4
18,2,-1.0,0,1,0,2
-14,6,0.17,0,1,-2,2
-111,6,0.75,0,1,1,1
-14,0,0.56,0,1,0,0
51,1,0.25,0,1,1,3
16,1,0,1,1,0,0
32,6,0.6,0,0,0,0
-51,1,0.5,0,0,0,0
46,4,0.5,0,0,-1,1
51,2,-0.5,0,0,0,0
-9,0,0.0,0,0,1,5
-125,1,-0.2,0,0,0,0
-11,4,0,1,1,0,0
36,0,0.0,0,1,-1,1
-62,1,-0.67,0,0,0,0
34,1,0.08,0,0,-1,1
-10,1,0.37,0,1,3,3
-34,4,0.12,0,0,-1,1
25,3,0.5,0,0,0,0
-15,1,0,1,1,1,1
-17,6,-0.67,0,1,0,2
-36,2,-0.57,0,0,0,0
44,1,-0.33,0,0,-1,1
113,0,-1.0,0,0,1,1
2,0,1.0,0,1,0,0
-92,6,0.0,0,1,0,0
-32,4,0.0,0,1,0,0
-13,6,0,1,1,0,0
-53,2,-1.0,0,0,0,0
-47,4,-0.25,0,0,0,0
19,5,0.17,0,1,2,2
-45,3,0.67,0,0,1,3
1,2,-0.08,0,1,-1,1
-3,2,0,1,1,0,0
-18,3,-0.5,0,0,0,4
-151,5,-1.0,0,0,0,0
-36,1,-1.0,0,0,-1,1
40,4,0.0,0,1,-1,1
-26,2,0.17,0,1,0,0
-18,2,0.1,0,0,-1,1
-9,4,-0.42,0,0,1,3
3,5,0,1,1,5,7
38,0,1.0,0,1,2,2
-29,4,0,1,0,0,0
-9,1,0.11,0,1,1,1
-20,2,-0.21,0,1,2,2
7,6,0.0,0,0,0,0
25,4,-0.5,0,0,1,1
-2,0,0.0,0,0,1,1
-41,2,0.21,0,0,0,0
-58,6,-1.0,0,0,-1,1
-62,4,-1.0,0,1,0,0
3,1,0.0,0,1,0,0
-40,3,0.0,0,1,2,4
6,1,0.0,0,1,0,0
-63,2,-0.17,0,0,0,0
-2,6,0.5,0,1,0,0
44,4,-0.5,0,0,-1,1
21,4,0.35,0,0,0,2
30,2,-0.83,0,0,-1,1
15,6,-1.0,0,1,1,1
-1,1,0.17,0,1,1,1
113,5,0,1,0,0,0
-67,7,-1.0,0,1,0,0
-9,1,0.08,0,1,0,0
38,0,-0.5,0,0,-2,2
64,0,0.0,0,1,1,1
-24,1,0.75,0,0,0,2
-50,4,-1.0,0,1,-1,1
-121,2,0.0,0,0,0,2
71,4,0.17,0,0,0,0
-118,6,0.0,0,1,1,1
-69,0,0.44,0,1,-1,1
-51,1,0.0,0,0,0,0
9,4,0.24,0,1,1,3
-41,7,-1.0,0,1,-1,1
60,6,0.33,0,0,-1,7
-54,6,0.0,0,1,1,1
125,5,1.0,0,0,0,0
-79,4,-0.33,0,1,2,4
8,3,0.0,0,0,1,1
-53,6,0.0,0,0,-1,1
173,6,-1.0,0,1,-3,3
-1,0,0.0,0,1,-1,3
-63,1,0,1,1,-1,1
-37,2,1.0,0,1,0,0
37,3,-0.5,0,1,1,1
-10,3,-0.8,0,0,0,0
54,1,-0.27,0,1,0,0
-62,3,0,1,0,0,0
67,0,0.0,0,0,-1,1
23,3,0.0,0,0,1,1
7,0,0,1,1,0,0
38,6,0.5,0,0,1,3
-20,0,-0.2,0,1,0,2
-68,3,0,1,1,-1,1
8,4,-0.21,0,0,0,0
-144,0,-0.5,0,0,0,0
74,0,-0.67,0,1,1,1
128,5,0,1,0,1,1
1,2,0.33,0,1,0,2
29,1,-0.67,0,1,2,4
-72,4,0.0,0,1,0,4
-29,3,-0.52,0,0,1,1
60,2,-0.05,0,1,-2,2
-136,0,0.18,0,0,0,0
132,5,-1.0,0,1,1,1
-92,2,0.5,0,0,0,0
-51,3,0.5,0,0,0,2
-44,6,-0.27,0,1,0,0
30,2,0.0,0,0,2,2
60,1,-0.5,0,0,-2,6
10,2,-0.5,0,1,0,2
-18,1,0.5,0,1,3,3
-45,0,0.0,0,0,2,2
19,2,0.0,0,0,0,2
14,2,-0.89,0,0,0,0
-51,2,0.66,0,0,1,1
-136,0,0.33,0,0,1,1
-27,4,0.0,0,0,0,0
38,3,0.17,0,0,0,2
74,1,0.29,0,0,0,0
23,6,0.5,0,0,-1,5
-43,4,1.0,0,1,0,2
-1,5,0.0,0,1,0,0
30,2,0.33,0,0,4,4
-29,3,0.5,0,0,0,2
-47,1,-0.25,0,0,-1,1
-15,4,0.44,0,0,0,0
-69,5,0.1,0,1,-1,1
-18,2,-1.0,0,1,0,0
40,3,0,1,1,-1,1
-2,6,-0.14,0,0,0,0
56,4,-1.0,0,1,0,2
-33,0,1.0,0,1,1,1
-22,3,-0.33,0,0,0,0
71,3,0,1,0,-1,1
-83,0,0.14,0,0,0,2
11,1,-0.2,0,1,0,0
-1,0,0.0,0,1,1,1
-29,0,0.2,0,1,0,0
13,1,-0.27,0,1,-1,1
34,4,-0.17,0,0,1,1
-54,3,-1.0,0,1,0,0
-12,3,-0.67,0,0,0,0
34,2,-0.38,0,0,0,0
91,5,0.0,0,1,0,0
-10,2,-0.67,0,1,0,0
-21,1,-0.23,0,0,1,1
2,2,-1.0,0,1,0,0
36,6,0.42,0,1,-2,2
-163,6,0.73,0,0,1,1
-15,1,0.37,0,0,2,2
-29,1,0.5,0,0,-1,1
25,0,-0.33,0,1,-1,3
-49,4,0.0,0,1,-1,1
-68,0,-0.2,0,0,1,1
-24,5,0.0,0,0,0,2
6,0,0.5,0,1,0,0
-17,6,-0.75,0,0,-1,3
-16,6,1.0,0,1,-1,1
34,1,0.46,0,0,0,0
-203,2,0.5,0,1,2,4
-62,2,0.5,0,0,3,3
1,6,0.5,0,1,0,0
-63,1,-0.46,0,0,1,1
-96,5,0.57,0,0,1,1
-195,3,0,1,1,0,0
-6,3,-0.25,0,0,1,1
-9,2,0.15,0,1,0,4
58,3,0,1,1,1,1
11,3,0.43,0,0,-1,1
109,2,0.03,0,1,-3,3
-37,0,0.17,0,0,0,0
-5,2,0.27,0,0,1,1
-1,1,-0.25,0,1,2,2
-114,6,0.83,0,0,1,1
57,0,-0.67,0,1,0,0
-12,5,0.0,0,1,-2,4
-40,5,0,1,1,1,1
-42,0,-0.4,0,0,0,2
-66,5,0.0,0,1,1,1
-31,1,0.0,0,1,2,2
71,3,0.5,0,0,1,3
-28,7,1.0,0,1,0,2
4,2,-0.33,0,1,0,2
-37,4,0,1,1,0,0
-37,4,0,1,1,0,2
-24,1,0.0,0,1,0,0
7,2,-1.0,0,0,0,2
-18,1,-0.25,0,0,0,0
-16,4,0.0,0,1,0,2
-9,0,-0.25,0,1,1,3
-92,4,1.0,0,0,0,2
-5,5,0.6,0,0,-1,1
-29,2,-0.15,0,0,0,0
